Date,Open,Close,High,Low,Volume
2024-04-08,493.0,491.29998779296875,494.8999938964844,490.0,402900
2024-04-09,491.0,490.20001220703125,493.8999938964844,487.79998779296875,510102
2024-04-10,491.0,497.3999938964844,497.79998779296875,489.5,557965
2024-04-11,497.3999938964844,497.6000061035156,499.5,490.6000061035156,856999
2024-04-12,501.6000061035156,500.20001220703125,504.79998779296875,498.3999938964844,611643
2024-04-15,497.5,502.0,507.79998779296875,496.3999938964844,462180
2024-04-16,497.70001220703125,496.3999938964844,500.20001220703125,492.8999938964844,614946
2024-04-17,496.3999938964844,501.79998779296875,505.79998779296875,496.3999938964844,601954
2024-04-18,519.4000244140625,532.0,532.7999877929688,519.4000244140625,1864245
2024-04-19,530.2000122070312,535.7999877929688,536.7999877929688,525.2000122070312,1109518
2024-04-22,538.4000244140625,528.5999755859375,539.0,525.7999877929688,676555
2024-04-23,530.0,528.7999877929688,531.5999755859375,525.2000122070312,594458
2024-04-24,528.7999877929688,532.0,536.4000244140625,528.7999877929688,523975
2024-04-25,531.4000244140625,532.2000122070312,532.5999755859375,526.5999755859375,533685
2024-04-26,533.4000244140625,539.4000244140625,539.7999877929688,530.2000122070312,370015
2024-04-29,539.5999755859375,543.4000244140625,544.0,538.7999877929688,420483
2024-04-30,545.0,544.2000122070312,546.2000122070312,536.0,277918
2024-05-02,539.5999755859375,537.7999877929688,541.0,534.2000122070312,658732
2024-05-03,537.7999877929688,537.7999877929688,539.5999755859375,532.4000244140625,370048
2024-05-06,540.0,542.0,542.0,538.4000244140625,411574
2024-05-07,543.2000122070312,547.0,547.0,538.2000122070312,496930
2024-05-08,551.7999877929688,556.0,557.5999755859375,550.7999877929688,332753
2024-05-10,561.4000244140625,562.7999877929688,565.7999877929688,558.4000244140625,506181
2024-05-13,562.5999755859375,569.4000244140625,569.4000244140625,562.0,522426
2024-05-14,569.4000244140625,568.5999755859375,572.4000244140625,563.4000244140625,804575
2024-05-15,570.0,570.5999755859375,572.2000122070312,566.5999755859375,663293
2024-05-16,572.0,563.4000244140625,572.2000122070312,562.5999755859375,627126
2024-05-17,562.4000244140625,558.4000244140625,563.4000244140625,555.2000122070312,451214
2024-05-20,558.4000244140625,559.4000244140625,562.0,557.4000244140625,275616
2024-05-21,559.4000244140625,567.4000244140625,567.7999877929688,558.7999877929688,421076
2024-05-22,567.4000244140625,563.7999877929688,569.0,561.0,374810
2024-05-23,563.0,575.0,575.2000122070312,563.0,559120
2024-05-24,572.7999877929688,573.4000244140625,574.7999877929688,570.2000122070312,582683
2024-05-27,573.5999755859375,578.2000122070312,578.2000122070312,572.7999877929688,318757
2024-05-28,578.0,573.7999877929688,579.2000122070312,569.4000244140625,406217
2024-05-29,572.7999877929688,575.2000122070312,578.5999755859375,572.2000122070312,705767
2024-05-30,575.0,577.7999877929688,579.5999755859375,574.0,639295
2024-05-31,577.7999877929688,575.5999755859375,578.7999877929688,573.2000122070312,764052
2024-06-03,575.5999755859375,577.4000244140625,583.5999755859375,573.2000122070312,1062439
2024-06-04,577.5999755859375,577.0,580.7999877929688,569.0,856629
2024-06-05,577.5999755859375,584.4000244140625,584.4000244140625,576.4000244140625,458966
2024-06-07,589.0,591.5999755859375,593.2000122070312,581.0,910289
2024-06-10,589.2000122070312,588.5999755859375,593.5999755859375,586.2000122070312,821584
2024-06-11,588.5999755859375,584.5999755859375,591.2000122070312,581.4000244140625,654306
2024-06-12,587.7999877929688,596.0,596.7999877929688,586.7999877929688,589804
2024-06-13,596.0,593.0,600.4000244140625,590.2000122070312,1163746
2024-06-14,593.7999877929688,589.7999877929688,595.5999755859375,584.5999755859375,609515
2024-06-17,592.4000244140625,593.0,596.4000244140625,591.4000244140625,691817
2024-06-18,596.0,603.5999755859375,604.4000244140625,596.0,708351
2024-06-19,605.4000244140625,599.0,606.2000122070312,597.5999755859375,468180
2024-06-20,599.7999877929688,600.7999877929688,602.7999877929688,596.2000122070312,950145
2024-06-24,585.2000122070312,587.7999877929688,592.2000122070312,582.4000244140625,1042798
2024-06-25,583.0,583.2000122070312,584.5999755859375,579.5999755859375,606944
2024-06-26,588.5999755859375,584.0,589.7999877929688,582.7999877929688,675272
2024-06-27,589.0,590.2000122070312,592.5999755859375,587.2000122070312,619058
2024-06-28,593.0,588.0,595.4000244140625,584.0,453193
2024-07-01,591.2000122070312,592.5999755859375,593.0,586.5999755859375,393687
2024-07-02,590.2000122070312,584.7999877929688,590.2000122070312,580.4000244140625,368470
2024-07-03,586.5999755859375,585.2000122070312,589.7999877929688,584.5999755859375,621885
2024-07-04,586.5999755859375,590.0,591.5999755859375,585.0,286752
2024-07-05,591.0,581.4000244140625,593.0,581.4000244140625,396563
2024-07-08,583.4000244140625,589.7999877929688,591.5999755859375,582.4000244140625,439030
2024-07-09,588.4000244140625,588.4000244140625,594.4000244140625,583.5999755859375,450419
2024-07-10,589.4000244140625,590.7999877929688,591.0,584.4000244140625,639430
2024-07-11,592.7999877929688,595.7999877929688,596.0,590.4000244140625,693222
2024-07-12,596.0,610.5999755859375,611.7999877929688,595.4000244140625,859834
2024-07-15,610.5999755859375,611.2000122070312,619.2000122070312,610.4000244140625,473848
2024-07-16,610.2000122070312,613.7999877929688,614.4000244140625,607.2000122070312,274993
2024-07-17,610.0,609.5999755859375,612.2000122070312,604.5999755859375,683586
2024-07-18,581.4000244140625,578.0,583.7999877929688,568.0,1528306
2024-07-19,578.0,579.7999877929688,585.5999755859375,575.2000122070312,609491
2024-07-22,582.0,586.2000122070312,590.7999877929688,579.7999877929688,576178
2024-07-23,591.2000122070312,596.4000244140625,597.4000244140625,589.7999877929688,345080
2024-07-24,594.0,587.5999755859375,601.2000122070312,587.0,322401
2024-07-25,581.0,579.2000122070312,584.5999755859375,569.5999755859375,536010
2024-07-26,579.2000122070312,589.7999877929688,591.0,579.0,299821
2024-07-29,592.5999755859375,583.4000244140625,593.7999877929688,583.2000122070312,369704
2024-07-30,585.4000244140625,586.5999755859375,589.2000122070312,583.2000122070312,464242
2024-07-31,590.2000122070312,594.7999877929688,595.2000122070312,588.5999755859375,327142
2024-08-01,595.0,575.0,595.0,574.4000244140625,410310
2024-08-02,577.4000244140625,547.7999877929688,577.4000244140625,545.4000244140625,991005
2024-08-05,532.2000122070312,540.5999755859375,544.4000244140625,510.3999938964844,2316320
2024-08-06,546.5999755859375,537.5999755859375,547.7999877929688,534.5999755859375,790568
2024-08-07,540.5999755859375,544.0,545.5999755859375,537.7999877929688,578861
2024-08-08,538.4000244140625,549.7999877929688,553.4000244140625,536.0,432166
2024-08-09,550.0,550.4000244140625,555.5999755859375,548.5999755859375,322639
2024-08-12,552.5999755859375,553.0,554.5999755859375,550.2000122070312,218796
2024-08-13,554.0,557.5999755859375,558.0,552.5999755859375,567652
2024-08-14,560.0,561.4000244140625,562.5999755859375,558.0,270272
2024-08-15,565.4000244140625,570.2000122070312,570.4000244140625,561.2000122070312,397068
2024-08-16,572.5999755859375,571.7999877929688,574.2000122070312,569.7999877929688,554750
2024-08-19,570.5999755859375,573.2000122070312,574.7999877929688,569.4000244140625,292028
2024-08-20,574.0,573.0,578.5999755859375,571.0,267261
2024-08-21,573.0,572.7999877929688,575.2000122070312,571.5999755859375,296927
2024-08-22,573.0,577.2000122070312,578.4000244140625,573.0,240291
2024-08-23,575.7999877929688,574.2000122070312,580.2000122070312,573.7999877929688,524612
2024-08-26,576.4000244140625,578.0,581.2000122070312,575.4000244140625,464672
2024-08-27,576.5999755859375,577.4000244140625,578.0,570.7999877929688,504385
2024-08-28,578.4000244140625,579.7999877929688,583.7999877929688,574.7999877929688,496331
2024-08-29,580.0,584.0,588.0,578.5999755859375,483770
2024-08-30,583.0,587.2000122070312,588.7999877929688,581.2000122070312,474467
2024-09-02,587.4000244140625,590.4000244140625,590.4000244140625,579.0,483618
2024-09-03,590.4000244140625,584.5999755859375,594.0,581.7999877929688,534650
2024-09-04,562.5999755859375,572.7999877929688,574.7999877929688,559.0,829384
2024-09-05,570.5999755859375,561.2000122070312,574.4000244140625,561.2000122070312,635328
2024-09-06,559.2000122070312,551.4000244140625,562.5999755859375,550.7999877929688,418369
2024-09-09,554.5999755859375,563.7999877929688,566.5999755859375,554.2000122070312,400844
2024-09-10,562.7999877929688,565.2000122070312,568.7999877929688,561.7999877929688,562133
2024-09-11,566.0,562.2000122070312,568.4000244140625,560.4000244140625,404249
2024-09-12,569.7999877929688,567.2000122070312,574.5999755859375,561.0,559811
2024-09-13,567.2000122070312,566.2000122070312,570.2000122070312,565.4000244140625,444840
2024-09-16,563.4000244140625,566.7999877929688,568.5999755859375,562.0,255393
2024-09-17,568.0,575.5999755859375,578.4000244140625,567.4000244140625,522316
2024-09-18,575.7999877929688,573.5999755859375,576.2000122070312,571.4000244140625,362309
2024-09-19,577.0,583.5999755859375,586.5999755859375,574.0,560781
2024-09-20,581.2000122070312,577.0,587.4000244140625,575.2000122070312,574785
2024-09-23,577.0,578.2000122070312,583.4000244140625,575.2000122070312,383899
2024-09-24,583.4000244140625,580.5999755859375,586.5999755859375,572.5999755859375,651666
2024-09-25,580.0,594.7999877929688,594.7999877929688,578.5999755859375,422679
2024-09-26,599.4000244140625,599.0,603.4000244140625,594.0,478608
2024-09-27,600.0,591.2000122070312,601.4000244140625,590.4000244140625,530315
2024-09-30,588.7999877929688,585.4000244140625,590.4000244140625,581.4000244140625,413751
2024-10-01,588.5999755859375,595.0,602.0,588.5999755859375,712772
2024-10-02,598.0,596.4000244140625,601.5999755859375,592.0,474026
2024-10-03,595.2000122070312,591.7999877929688,596.4000244140625,589.5999755859375,307424
2024-10-04,590.0,593.7999877929688,597.4000244140625,584.0,375034
2024-10-07,595.0,592.0,596.4000244140625,587.0,321809
2024-10-08,590.7999877929688,597.5999755859375,599.4000244140625,589.5999755859375,469199
2024-10-09,596.5999755859375,603.0,603.7999877929688,595.0,409270
2024-10-10,602.2000122070312,598.2000122070312,603.0,593.4000244140625,499049
2024-10-11,597.7999877929688,602.2000122070312,604.2000122070312,596.5999755859375,395716
2024-10-14,604.0,609.0,610.7999877929688,603.5999755859375,530129
2024-10-15,613.5999755859375,597.2000122070312,616.5999755859375,594.5999755859375,627581
2024-10-16,594.0,597.2000122070312,597.4000244140625,590.0,502827
2024-10-17,586.0,611.5999755859375,621.4000244140625,585.0,1125216
2024-10-18,606.7999877929688,602.7999877929688,610.0,599.5999755859375,551674
2024-10-21,602.7999877929688,598.0,604.2000122070312,597.4000244140625,412325
2024-10-22,596.5999755859375,597.7999877929688,598.5999755859375,589.5999755859375,444172
2024-10-23,596.4000244140625,590.4000244140625,598.5999755859375,589.0,632871
2024-10-24,592.2000122070312,591.2000122070312,595.2000122070312,589.2000122070312,877954
2024-10-25,589.4000244140625,594.7999877929688,596.7999877929688,589.4000244140625,495978
2024-10-28,595.5999755859375,603.2000122070312,603.7999877929688,594.0,721229
2024-10-29,603.0,598.4000244140625,603.4000244140625,596.2000122070312,783174
2024-10-30,597.5999755859375,598.4000244140625,600.5999755859375,593.0,1082360
2024-10-31,592.5999755859375,593.0,595.5999755859375,589.2000122070312,840683
2024-11-01,593.7999877929688,596.7999877929688,597.4000244140625,592.5999755859375,126549
2024-11-04,596.0,598.2000122070312,600.7999877929688,595.2000122070312,713805
2024-11-05,598.0,611.7999877929688,612.5999755859375,595.0,414044
2024-11-06,626.4000244140625,620.4000244140625,639.4000244140625,620.2000122070312,1184457
2024-11-07,620.4000244140625,616.2000122070312,623.0,610.5999755859375,776564
2024-11-08,617.4000244140625,618.5999755859375,621.7999877929688,610.5999755859375,537991
2024-11-11,621.5999755859375,625.7999877929688,629.7999877929688,621.5999755859375,268292
2024-11-12,620.7999877929688,611.5999755859375,624.7999877929688,610.2000122070312,799066
2024-11-13,610.2000122070312,616.7999877929688,616.7999877929688,608.2000122070312,551357
2024-11-14,617.0,619.5999755859375,624.4000244140625,616.0,614507
2024-11-15,615.2000122070312,615.0,621.2000122070312,614.4000244140625,852702
2024-11-18,614.5999755859375,609.0,616.5999755859375,606.4000244140625,305915
2024-11-19,609.5999755859375,606.7999877929688,611.0,596.7999877929688,753305
2024-11-20,611.4000244140625,611.0,616.5999755859375,610.4000244140625,557541
2024-11-21,611.0,618.5999755859375,618.5999755859375,607.4000244140625,337359
2024-11-22,619.0,621.4000244140625,625.5999755859375,616.4000244140625,582139
2024-11-25,622.4000244140625,617.5999755859375,624.5999755859375,614.0,1004729
2024-11-26,614.0,612.4000244140625,615.4000244140625,609.7999877929688,596981
2024-11-27,612.2000122070312,606.0,612.2000122070312,604.7999877929688,920693
2024-11-28,607.4000244140625,611.2000122070312,614.0,607.4000244140625,211291
2024-11-29,614.0,619.5999755859375,623.0,613.4000244140625,994296
2024-12-02,620.0,632.7999877929688,635.4000244140625,620.0,609648
2024-12-03,632.7999877929688,637.0,639.2000122070312,630.7999877929688,722959
2024-12-04,638.4000244140625,644.2000122070312,646.0,638.2000122070312,410346
2024-12-05,642.7999877929688,642.5999755859375,645.0,639.0,439205
2024-12-06,640.2000122070312,647.0,648.5999755859375,637.7999877929688,749490
2024-12-09,650.0,646.7999877929688,652.0,643.2000122070312,439766
2024-12-10,644.0,638.0,646.7999877929688,638.0,349820
2024-12-11,638.0,645.2000122070312,645.4000244140625,636.4000244140625,258029
2024-12-12,645.0,641.2000122070312,647.4000244140625,639.7999877929688,510437
2024-12-13,638.2000122070312,634.0,641.7999877929688,632.7999877929688,394949
2024-12-16,634.4000244140625,634.4000244140625,637.2000122070312,631.2000122070312,765078
2024-12-17,632.4000244140625,634.5999755859375,636.2000122070312,630.2000122070312,351985
2024-12-18,634.0,631.5999755859375,640.7999877929688,631.2000122070312,306803
2024-12-19,615.4000244140625,598.2000122070312,616.4000244140625,597.4000244140625,1059520
2024-12-20,595.0,603.5999755859375,603.7999877929688,589.0,1008223
2024-12-23,602.5999755859375,604.0,607.5999755859375,601.0,384261
2024-12-27,604.2000122070312,604.5999755859375,607.7999877929688,602.0,364500
2024-12-30,602.7999877929688,595.4000244140625,602.7999877929688,594.0,515652
2025-01-02,595.4000244140625,593.2000122070312,597.5999755859375,584.2000122070312,570993
2025-01-03,601.7999877929688,600.4000244140625,605.0,597.7999877929688,324246
2025-01-07,602.2000122070312,603.5999755859375,606.2000122070312,596.5999755859375,973222
2025-01-08,604.2000122070312,611.0,618.5999755859375,603.5999755859375,582609
2025-01-09,609.2000122070312,610.4000244140625,611.5999755859375,607.2000122070312,77805
